scope,layer,route,threshold_id,kind,criterion,epsilon,output_equivalence,observations,mean,median,p90,p99,minimum,maximum,pool_size,mean_pool_fraction,no_active_fraction
layer,7,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1787.6108495493404,1832,2391,2826,176,4082,29300,0.06101060919963619,0.0
layer,8,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1782.3405263431737,1796,2376,2820,195,4063,29300,0.06083073468748033,0.0
layer,9,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,2036.1933813876792,2048,2701,3227,252,4803,29300,0.06949465465486959,0.0
layer,10,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1433.4844601490458,1444,1843,2174,227,3165,29300,0.048924384305428184,0.0
layer,11,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1531.7695682713243,1522,1996,2482,223,4050,29300,0.052278824855676594,0.0
layer,12,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1409.9335256107518,1410,1791,2212,202,3529,29300,0.04812059814371166,0.0
layer,13,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,1389.2761506627817,1394,1789,2245,118,3909,29300,0.0474155682820062,0.0
layer,14,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,701.1875320184427,699,911,1107,61,1845,29300,0.023931315085953673,0.0
layer,15,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,856.4619252689549,863,1095,1343,50,4250,29300,0.02923078243238754,0.0
layer,16,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,721.0316968573899,727,964,1179,28,3126,29300,0.02460859033642969,0.0
layer,17,rst,admission_weight_gt_1e-03,approximate,admission_weight > 1e-03,0.001,not asserted; approximate pruning threshold,9994240,468.80111594278304,477,628,763,14,1378,29300,0.016000038086784404,0.0
